id,mycT,mybDKO,mycT_mybDKO_down,mycT_down,mybDKO_down
AT5G47560,0.33600328,-0.87,N,N,N
AT3G48650,0.46334785,-0.87,N,N,N
AT1G73810,-0.531471094,-0.86,N,N,N
AT2G29710,-0.477925205,-0.86,N,N,N
AT2G22290,-0.358573692,-0.86,N,N,N
AT3G44670,-0.260066057,-0.86,N,N,N
AT4G19230,-0.252881385,-0.86,N,N,N
AT1G44100,-0.239267909,-0.86,N,N,N
AT1G12030,-0.223480564,-0.86,N,N,N
AT5G40060,-0.212639023,-0.86,N,N,N
AT5G02400,-0.207481532,-0.86,N,N,N
AT2G24280,-0.204211237,-0.86,N,N,N
AT5G10990,-0.185490021,-0.86,N,N,N
AT5G02620,-0.163582783,-0.86,N,N,N
AT2G21500,-0.093543363,-0.86,N,N,N
AT3G48080,-0.083466823,-0.86,N,N,N
AT3G49780,-0.080779453,-0.86,N,N,N
AT3G28880,-0.025178563,-0.86,N,N,N
AT5G50100,-0.023995076,-0.86,N,N,N
AT3G17600,0.006498637,-0.86,N,N,N
AT3G19680,0.016751364,-0.86,N,N,N
AT1G10110,0.111645356,-0.86,N,N,N
AT5G66210,0.224616698,-0.86,N,N,N
AT2G47370,0.241255932,-0.86,N,N,N
AT5G20700,-0.389807269,-0.85,N,N,N
AT5G38780,-0.355394553,-0.85,N,N,N
AT3G26310,-0.335819714,-0.85,N,N,N
AT2G24240,-0.291486262,-0.85,N,N,N
AT1G02310,-0.250808104,-0.85,N,N,N
AT4G15660,-0.249874525,-0.85,N,N,N
AT2G03590,-0.230531766,-0.85,N,N,N
AT1G53890,-0.156986219,-0.85,N,N,N
AT3G14270,-0.149190896,-0.85,N,N,N
AT5G49520,-0.134246241,-0.85,N,N,N
AT4G00955,-0.110104915,-0.85,N,N,N
AT3G15750,-0.100874602,-0.85,N,N,N
AT5G59080,-0.097535542,-0.85,N,N,N
AT1G78290,-0.095558724,-0.85,N,N,N
AT4G15920,-0.079908148,-0.85,N,N,N
AT5G11410,-0.04926122,-0.85,N,N,N
AT4G20840,-0.044630698,-0.85,N,N,N
AT5G19850,-0.036832384,-0.85,N,N,N
AT5G40230,-0.014847764,-0.85,N,N,N
AT5G57560,-0.011632863,-0.85,N,N,N
AT2G29120,-0.008117718,-0.85,N,N,N
AT1G28380,-0.006679156,-0.85,N,N,N
AT2G42750,0.008127085,-0.85,N,N,N
AT4G22840,0.031301674,-0.85,N,N,N
AT1G75260,0.033423002,-0.85,N,N,N
AT1G35350,0.036615593,-0.85,N,N,N
AT3G10420,0.053461493,-0.85,N,N,N
AT4G14090,0.064014174,-0.85,N,N,N
AT4G14400,0.140836273,-0.85,N,N,N
AT4G34150,0.151508481,-0.85,N,N,N
AT1G33720,0.16680296,-0.85,N,N,N
AT2G47180,0.17156536,-0.85,N,N,N
AT1G72920,0.363608536,-0.85,N,N,N
AT4G22690,0.399261274,-0.85,N,N,N
AT1G73340,-0.308122295,-0.84,N,N,N
AT4G30290,-0.219444092,-0.84,N,N,N
AT1G57980,-0.196736012,-0.84,N,N,N
AT5G48880,-0.13436072,-0.84,N,N,N
AT1G79410,-0.123806202,-0.84,N,N,N
AT4G39210,-0.107276736,-0.84,N,N,N
AT4G17770,-0.070232522,-0.84,N,N,N
AT2G14160,-0.066089191,-0.84,N,N,N
AT3G13040,-0.062082982,-0.84,N,N,N
AT5G25240,-0.05707266,-0.84,N,N,N
AT1G44446,-0.028814919,-0.84,N,N,N
AT4G39955,-0.006917571,-0.84,N,N,N
AT4G25810,0.03035683,-0.84,N,N,N
AT1G60960,0.115370608,-0.84,N,N,N
AT5G03350,0.121079924,-0.84,N,N,N
AT5G09220,0.134672831,-0.84,N,N,N
AT5G13930,0.330721213,-0.84,N,N,N
AT1G18570,0.39630584,-0.84,N,N,N
AT3G13090,-0.448862377,-0.83,N,N,N
AT1G03200,-0.427767339,-0.83,N,N,N
AT3G26960,-0.385718107,-0.83,N,N,N
AT1G10550,-0.329123596,-0.83,N,N,N
AT5G45840,-0.32282856,-0.83,N,N,N
AT2G23130,-0.292883765,-0.83,N,N,N
AT1G10657,-0.255646478,-0.83,N,N,N
AT5G06740,-0.13014751,-0.83,N,N,N
AT3G01970,-0.089750667,-0.83,N,N,N
AT2G39710,-0.077483052,-0.83,N,N,N
AT3G02050,-0.041146271,-0.83,N,N,N
AT4G36380,-0.03810375,-0.83,N,N,N
AT2G23290,0.010894052,-0.83,N,N,N
AT4G01080,0.517275693,-0.83,N,N,N
AT4G13410,-0.352692548,-0.82,N,N,N
AT4G29440,-0.233590628,-0.82,N,N,N
AT1G65800,-0.214866283,-0.82,N,N,N
AT3G54830,-0.201604915,-0.82,N,N,N
AT4G33920,-0.169783111,-0.82,N,N,N
AT2G15390,-0.144497924,-0.82,N,N,N
AT5G60270,-0.144266046,-0.82,N,N,N
AT3G28100,-0.143047552,-0.82,N,N,N
AT1G13210,-0.123848243,-0.82,N,N,N
AT5G11610,-0.118107474,-0.82,N,N,N
AT4G20110,-0.102547564,-0.82,N,N,N
AT1G62810,-0.098709861,-0.82,N,N,N
AT1G75450,-0.096554354,-0.82,N,N,N
AT4G08500,-0.080318224,-0.82,N,N,N
AT5G04980,-0.059813888,-0.82,N,N,N
AT4G28350,-0.048571792,-0.82,N,N,N
AT4G08850,-0.042041578,-0.82,N,N,N
AT5G03140,-0.020980537,-0.82,N,N,N
AT4G22680,0,-0.82,N,N,N
AT1G32520,0.066242635,-0.82,N,N,N
AT1G31290,0.074510278,-0.82,N,N,N
AT5G25140,0.075818265,-0.82,N,N,N
AT4G03320,0.190982726,-0.82,N,N,N
AT1G69900,0.237125017,-0.82,N,N,N
AT5G15850,0.297773179,-0.82,N,N,N
AT4G40085,-0.645157283,-0.81,N,N,N
AT3G56890,-0.280433034,-0.81,N,N,N
AT1G31120,-0.273926077,-0.81,N,N,N
AT3G57540,-0.269368546,-0.81,N,N,N
AT1G62760,-0.265259071,-0.81,N,N,N
AT1G11960,-0.169387585,-0.81,N,N,N
AT4G01430,-0.159933122,-0.81,N,N,N
AT5G45990,-0.146132505,-0.81,N,N,N
AT4G04850,-0.142370516,-0.81,N,N,N
AT5G40170,-0.09439301,-0.81,N,N,N
AT1G16110,-0.085534327,-0.81,N,N,N
AT3G44310,-0.081771485,-0.81,N,N,N
AT1G76530,-0.072862873,-0.81,N,N,N
AT1G29700,0.071861564,-0.81,N,N,N
AT5G59920,0.101151777,-0.81,N,N,N
AT2G37040,0.103692274,-0.81,N,N,N
AT3G11550,0.111321878,-0.81,N,N,N
AT4G24700,0.166902878,-0.81,N,N,N
AT4G36010,0.18478296,-0.81,N,N,N
AT5G66480,0.19889524,-0.81,N,N,N
AT3G51540,-0.375620864,-0.8,N,N,N
AT3G50010,-0.244952047,-0.8,N,N,N
AT1G77920,-0.243647065,-0.8,N,N,N
AT4G13340,-0.23728261,-0.8,N,N,N
AT5G15830,-0.195399891,-0.8,N,N,N
AT3G23200,-0.187217786,-0.8,N,N,N
AT3G45210,-0.186925554,-0.8,N,N,N
AT5G42050,-0.183888285,-0.8,N,N,N
AT3G14620,-0.147374683,-0.8,N,N,N
AT5G50950,-0.141878424,-0.8,N,N,N
AT2G37540,-0.118665597,-0.8,N,N,N
AT1G19230,-0.095560309,-0.8,N,N,N
AT3G18090,-0.052964558,-0.8,N,N,N
AT5G20070,-0.050931642,-0.8,N,N,N
AT5G08790,-0.028268859,-0.8,N,N,N
AT1G59700,-0.000868608,-0.8,N,N,N
AT3G16420,0.058873407,-0.8,N,N,N
AT4G05110,0.059195793,-0.8,N,N,N
AT5G48657,0.083218389,-0.8,N,N,N
AT1G17990,0.18968359,-0.8,N,N,N
AT2G35260,0.232227167,-0.8,N,N,N
AT1G75000,0.398549377,-0.8,N,N,N
AT2G45420,0.817796669,-0.8,N,N,N
AT5G18270,-0.382840145,-0.79,N,N,N
AT1G54575,-0.343335464,-0.79,N,N,N
AT1G02850,-0.284671149,-0.79,N,N,N
AT1G45240,-0.250543462,-0.79,N,N,N
AT4G22780,-0.222851367,-0.79,N,N,N
AT1G19650,-0.198358729,-0.79,N,N,N
AT1G13400,-0.189717728,-0.79,N,N,N
AT3G59700,-0.170151716,-0.79,N,N,N
AT2G34660,-0.165046744,-0.79,N,N,N
AT4G34390,-0.145031209,-0.79,N,N,N
AT3G05345,-0.124151802,-0.79,N,N,N
AT4G27830,-0.119523347,-0.79,N,N,N
AT1G64860,-0.095390728,-0.79,N,N,N
AT3G48200,-0.093628668,-0.79,N,N,N
AT1G09540,-0.061715785,-0.79,N,N,N
AT1G19350,-0.047775229,-0.79,N,N,N
AT3G47580,-0.038219322,-0.79,N,N,N
AT1G56670,-0.014121108,-0.79,N,N,N
AT2G41120,-0.011192691,-0.79,N,N,N
AT1G18880,-0.009702643,-0.79,N,N,N
AT4G35290,-0.004551092,-0.79,N,N,N
AT1G21550,0.010867811,-0.79,N,N,N
AT5G57610,0.013917675,-0.79,N,N,N
AT1G71040,0.052683115,-0.79,N,N,N
AT1G49840,0.068370458,-0.79,N,N,N
AT4G23810,0.068999401,-0.79,N,N,N
AT5G18407,0.098607597,-0.79,N,N,N
AT1G13470,0.147258091,-0.79,N,N,N
AT1G02770,0.239753582,-0.79,N,N,N
AT1G65060,0.276804947,-0.79,N,N,N
AT1G13420,-0.541693641,-0.78,N,N,N
AT2G28320,-0.303950594,-0.78,N,N,N
AT4G12290,-0.272847136,-0.78,N,N,N
AT5G04590,-0.272759667,-0.78,N,N,N
AT5G39660,-0.256315894,-0.78,N,N,N
AT1G67650,-0.250172255,-0.78,N,N,N
AT1G19270,-0.201867894,-0.78,N,N,N
AT1G50020,-0.199940747,-0.78,N,N,N
AT3G54810,-0.196216679,-0.78,N,N,N
AT1G05220,-0.19570783,-0.78,N,N,N
AT1G18150,-0.137345878,-0.78,N,N,N
AT3G01180,-0.112558852,-0.78,N,N,N
AT5G52830,-0.07997873,-0.78,N,N,N
AT1G70610,-0.070687536,-0.78,N,N,N
AT3G17330,-0.066009181,-0.78,N,N,N
AT3G08700,-0.039046904,-0.78,N,N,N
AT3G19020,-0.001975844,-0.78,N,N,N
AT3G09260,0.020206676,-0.78,N,N,N
AT4G14580,0.025985246,-0.78,N,N,N
AT3G28200,0.030197378,-0.78,N,N,N
AT1G74360,0.042510295,-0.78,N,N,N
AT5G35970,0.113538024,-0.78,N,N,N
AT5G39030,0.139033694,-0.78,N,N,N
ATCG00890,0.257518907,-0.78,N,N,N
AT1G27140,0.363358061,-0.78,N,N,N
AT4G21903,0.454660271,-0.78,N,N,N
AT2G01020,0.866600963,-0.78,N,N,N
AT2G44000,-0.546089609,-0.77,N,N,N
AT1G03502,-0.493960759,-0.77,N,N,N
AT2G25000,-0.422457602,-0.77,N,N,N
AT5G13200,-0.3415315,-0.77,N,N,N
AT4G12330,-0.317718079,-0.77,N,N,N
AT1G69610,-0.297253635,-0.77,N,N,N
AT5G40670,-0.22399882,-0.77,N,N,N
AT1G73680,-0.205698102,-0.77,N,N,N
AT2G44500,-0.190487651,-0.77,N,N,N
AT2G23200,-0.15890009,-0.77,N,N,N
AT3G57770,-0.153064066,-0.77,N,N,N
AT1G49660,-0.131018616,-0.77,N,N,N
AT2G41700,-0.10314265,-0.77,N,N,N
AT4G29190,-0.100439901,-0.77,N,N,N
AT2G47060,-0.09930841,-0.77,N,N,N
AT2G46440,-0.098977131,-0.77,N,N,N
AT5G07100,-0.086788972,-0.77,N,N,N
AT5G53120,-0.078826961,-0.77,N,N,N
AT5G35460,-0.046743387,-0.77,N,N,N
AT3G53000,-0.043732804,-0.77,N,N,N
