id,Moitf_name,Cluster,myc_myb_down_count,myc_myb_down_freq,myc_myb_down_freq_norm,myc_down_myb_not_count,myc_down_myb_not_freq,myc_down_myb_not_freq_norm,myb_down_myc_not_count,myb_down_myc_not_freq,myb_down_myc_not_freq_norm,log2_myc_myb_down_freq_norm,log2_myc_down_myb_not_freq_norm,log2_myb_down_myc_not_freq_norm
MA1313.1,WRKY7,5,29,0.001502513,0.864617049,86,0.001922475,1.106283221,491,0.002108427,1.213288921,-0.209866811,0.145720779,0.278923141
MA0548.2,AGL15,23,27,0.001398891,0.860478967,81,0.001810703,1.11379071,329,0.001412775,0.869019128,-0.216788167,0.155478164,-0.202540162
MA1288.1,At1g72010,3,26,0.00134708,0.858120653,76,0.001698931,1.08225768,448,0.001923779,1.225490541,-0.220747588,0.114044038,0.293359349
MA1428.1,TCP8,3,27,0.001398891,0.857570348,76,0.001698931,1.041505726,486,0.002086957,1.27937896,-0.221673072,0.058670771,0.355443663
MA1388.1,AT3G24120,16,20,0.001036216,0.854299624,60,0.001341262,1.105792264,293,0.001258186,1.037300967,-0.227185947,0.145080384,0.052834545
MA1219.1,CEJ1,13,59,0.003056836,0.85201669,124,0.002771941,0.772609161,695,0.002984434,0.831836242,-0.231046403,-0.372189311,-0.265628552
MA1230.1,ERF037,13,27,0.001398891,0.851746807,58,0.001296553,0.789435807,377,0.001618894,0.985700651,-0.231503461,-0.341106137,-0.020778516
MA1343.1,bZIP52,39,16,0.000828973,0.851141924,43,0.000961238,0.98694405,233,0.001000537,1.027294266,-0.23252838,-0.018959794,0.038849497
MA1231.1,ERF15,11,68,0.003523134,0.848422848,132,0.002950776,0.710590589,796,0.003418143,0.82313952,-0.237144622,-0.492909513,-0.28079111
MA0121.1,ARR10,16,16,0.000828973,0.848035059,33,0.000737694,0.754657412,192,0.000824477,0.843435732,-0.237804186,-0.406106235,-0.245649952
MA1211.1,ATHB18,14,16,0.000828973,0.847777133,46,0.001028301,1.05162675,249,0.001069243,1.093498031,-0.238243042,0.072622745,0.128950623
MA1013.1,GATA10,12,13,0.00067354,0.847582906,35,0.000782403,0.98457535,138,0.000592593,0.745718412,-0.238573603,-0.022426474,-0.423297132
MA1237.1,AT4G16750,13,48,0.002486918,0.847084632,100,0.002235436,0.761425895,615,0.002640902,0.899534085,-0.239421979,-0.39322446,-0.152750146
MA1404.1,BPC1,28,279,0.01445521,0.844539144,738,0.016497519,0.963860138,3410,0.014643049,0.855513569,-0.243763802,-0.053104277,-0.225137358
MA1673.1,LBD18,7,31,0.001606134,0.843931909,85,0.001900121,0.998404931,385,0.001653247,0.868687128,-0.244801492,-0.002303035,-0.203091435
MA1310.1,WRKY42,5,24,0.001243459,0.841082096,64,0.001430679,0.967718843,442,0.001898014,1.283826567,-0.24968147,-0.047340141,0.360450321
MA1000.2,ERF105,11,68,0.003523134,0.836042853,143,0.003196674,0.758573629,808,0.003469673,0.823356521,-0.258351203,-0.398638876,-0.280410829
MA1365.1,MNJ7.25,25,20,0.001036216,0.835249869,40,0.000894174,0.72075637,247,0.001060655,0.854949213,-0.259720244,-0.472416413,-0.226089374
MA0945.1,ARR1,16,18,0.000932594,0.835114511,53,0.001184781,1.060941583,237,0.001017713,0.911336603,-0.259954061,0.085345222,-0.133944082
MA1184.1,RVE1,4,20,0.001036216,0.835015625,74,0.001654223,1.333025336,365,0.001567364,1.263032175,-0.260124901,0.414704201,0.336891391
MA1189.1,AT5G61620,24,18,0.000932594,0.832399611,63,0.001408325,1.257019428,306,0.00131401,1.1728372,-0.264651804,0.330006948,0.230002769
MA0984.1,DOF5.7,15,22,0.001139837,0.830738302,84,0.001877766,1.368557084,238,0.001022008,0.744861373,-0.267534022,0.452655612,-0.424956146
MA1233.2,ERF021,13,43,0.002227864,0.829349466,92,0.002056601,0.765594876,586,0.002516371,0.936749937,-0.269947951,-0.385346921,-0.094264119
MA1056.1,SPL11,21,12,0.000621729,0.82815927,33,0.000737694,0.982626877,221,0.000949007,1.264101184,-0.272019844,-0.025284394,0.338111948
MA1005.2,ERF3,1,55,0.002849593,0.827542618,117,0.00261546,0.759548689,665,0.002855609,0.829289693,-0.273094483,-0.396785647,-0.270051933
MA1232.1,AT4G28140,11,63,0.00326408,0.826487286,150,0.003353154,0.849041589,817,0.00350832,0.888330609,-0.274935468,-0.236092871,-0.170831392
MA1066.1,TCP23,3,26,0.00134708,0.825835509,77,0.001721286,1.055244281,466,0.002001074,1.226769766,-0.276073643,0.07757701,0.294864517
MA1366.1,AT1G76880,25,22,0.001139837,0.825158123,55,0.00122949,0.890059962,248,0.001064949,0.770944514,-0.277257489,-0.168025563,-0.375301064
MA1216.1,RAP21,13,37,0.001916999,0.824824165,85,0.001900121,0.81756192,491,0.002108427,0.90718965,-0.277841495,-0.290600094,-0.140523914
MA1238.2,ERF38,13,31,0.001606134,0.818231948,81,0.001810703,0.922447876,453,0.00194525,0.990991396,-0.289418226,-0.116460703,-0.013055563
MA1088.1,WRKY48,5,22,0.001139837,0.815383127,62,0.00138597,0.99145454,410,0.001760601,1.259446833,-0.294449992,-0.012381471,0.332790221
MA1357.1,bHLH80,29,26,0.00134708,0.815348696,69,0.001542451,0.933600769,432,0.001855072,1.122821506,-0.294510914,-0.099122346,0.167128602
MA1258.1,DREB2,13,35,0.001813378,0.815263906,77,0.001721286,0.773861023,486,0.002086957,0.938260391,-0.294660951,-0.369853598,-0.091939732
MA0587.1,TCP16,3,26,0.00134708,0.812711602,76,0.001698931,1.024988,428,0.001837896,1.108827079,-0.299184605,0.03560702,0.149034396
MA1401.1,EPR1,4,19,0.000984405,0.811652673,70,0.001564805,1.290199116,336,0.001442834,1.189632561,-0.301065602,0.367593733,0.250516041
MA1076.1,WRKY15,5,23,0.001191648,0.811325283,70,0.001564805,1.06538675,415,0.001782072,1.21331122,-0.301647648,0.091377244,0.278949656
MA0986.1,DREB2C,13,27,0.001398891,0.808762904,70,0.001564805,0.904685388,394,0.001691895,0.978161631,-0.306211269,-0.144511925,-0.03185522
MA1299.1,WRKY17,5,29,0.001502513,0.806971528,85,0.001900121,1.020519288,496,0.002129898,1.143928377,-0.309410322,0.02930345,0.193996726
MA1238.1,ERF38,13,33,0.001709756,0.806790891,72,0.001609514,0.759489231,435,0.001867955,0.881440997,-0.309733299,-0.396898586,-0.182064095
MA1227.1,ERF027,11,38,0.00196881,0.806022691,91,0.002034247,0.83281232,541,0.002323135,0.951081818,-0.311107641,-0.263936684,-0.072358639
MA1300.1,WRKY6,5,24,0.001243459,0.802003748,70,0.001564805,1.009265141,428,0.001837896,1.185402579,-0.318319116,0.01330523,0.245377101
MA1085.1,WRKY40,5,20,0.001036216,0.801798672,59,0.001318907,1.020538577,327,0.001404187,1.086525773,-0.318688067,0.029330718,0.119722396
MA1273.1,dof4.2,9,63,0.00326408,0.801414544,178,0.003979076,0.976964425,870,0.00373591,0.917260867,-0.319379403,-0.033622066,-0.124596003
MA0939.1,NAC080,2,10,0.000518108,0.801004803,40,0.000894174,1.382411025,178,0.000764359,1.181713142,-0.320117202,0.467186628,0.240879867
MA1212.1,ATHB13,14,16,0.000828973,0.798720208,62,0.00138597,1.335391036,267,0.001146538,1.104696286,-0.32423788,0.417262261,0.143649784
MA1311.1,WRKY28,5,26,0.00134708,0.798407959,83,0.001855412,1.099693554,460,0.001975309,1.170755709,-0.324801993,0.137101551,0.227440073
MA1306.1,WRKY11,5,25,0.00129527,0.796902537,80,0.001788349,1.100264916,482,0.00206978,1.273412714,-0.327524805,0.13785093,0.348700074
MA1075.1,WRKY12,5,21,0.001088027,0.795980141,61,0.001363616,0.997596347,389,0.001670424,1.222051425,-0.329195658,-0.003471913,0.289304996
MA1671.1,ERF118,1,45,0.002331485,0.795602946,111,0.002481334,0.846737755,607,0.002606549,0.889466309,-0.329879477,-0.240012876,-0.168988134
MA1002.1,ERF112,1,35,0.001813378,0.795418058,96,0.002146019,0.941327427,450,0.001932367,0.847611536,-0.33021478,-0.087231464,-0.238524872
MA1312.1,WRKY47,5,23,0.001191648,0.795278243,77,0.001721286,1.148746147,407,0.001747719,1.166386857,-0.330468392,0.200060023,0.222046368
UN0363.1,ERF003,11,72,0.003730377,0.791537134,171,0.003822596,0.811104826,868,0.003727322,0.790888873,-0.337271061,-0.302039717,-0.338453098
UN0080.1,PHL3,16,18,0.000932594,0.79127522,55,0.00122949,1.043181381,282,0.00121095,1.027450981,-0.337748517,0.060990025,0.039069566
MA0992.2,ERF4,1,41,0.002124242,0.789439444,89,0.001989538,0.739378894,537,0.002305958,0.856971135,-0.34109949,-0.435614233,-0.222681483
MA1315.1,WRKY24,5,25,0.00129527,0.788955986,78,0.00174364,1.062060964,423,0.001816425,1.106394675,-0.341983277,0.086866582,0.145866118
MA1182.1,At3g09600,4,19,0.000984405,0.78861112,69,0.001542451,1.235664198,368,0.001580247,1.265942724,-0.342614041,0.305286732,0.340212133
MA1406.1,ATHB4,14,14,0.000725351,0.788093964,42,0.000938883,1.020096678,221,0.000949007,1.03109619,-0.343560443,0.028705888,0.044178927
MA1062.1,TCP15,3,24,0.001243459,0.787683666,70,0.001564805,0.991244329,471,0.002022544,1.281204479,-0.344311736,-0.012687388,0.357500747
MA1403.1,BPC5,28,219,0.011346562,0.786026835,625,0.013971476,0.967866266,2781,0.011942029,0.827277457,-0.347349528,-0.047120377,-0.273556825
MA1067.1,TCP5,3,21,0.001088027,0.785630622,55,0.00122949,0.887776971,352,0.001511541,1.091437106,-0.348076931,-0.171730809,0.126228998
MA0996.1,ERF043,13,21,0.001088027,0.78534002,45,0.001005946,0.726094296,322,0.001382716,0.998047587,-0.348610678,-0.461771175,-0.00281949
MA1679.1,RAP2-1,13,34,0.001761567,0.785216934,81,0.001810703,0.807119493,508,0.002181428,0.97236965,-0.348836809,-0.309145816,-0.040423231
MA0942.1,ARF1,13,18,0.000932594,0.784452772,49,0.001095364,0.921366578,271,0.001163714,0.978859884,-0.350241503,-0.118152829,-0.030825731
MA0935.1,NAC025,2,10,0.000518108,0.783934726,31,0.000692985,1.048536793,238,0.001022008,1.546371379,-0.351194561,0.068377486,0.628886841
MA1190.1,RVE5,4,22,0.001139837,0.78311028,73,0.001631868,1.12115377,374,0.001606012,1.103389354,-0.352712608,0.164984162,0.141941966
MA1301.1,WRKY33,5,25,0.00129527,0.781550776,81,0.001810703,1.092557458,443,0.001902308,1.14783076,-0.355588489,0.127709154,0.198909942
MA1185.1,LHY1,4,18,0.000932594,0.779991303,63,0.001408325,1.177876838,311,0.00133548,1.116952198,-0.358470057,0.236188695,0.159567444
MA1245.2,AT2G33710,1,51,0.00264235,0.779173538,121,0.002704878,0.797611609,667,0.002864198,0.844591673,-0.359983413,-0.326241687,-0.243674072
MA1252.1,PUCHI,11,62,0.003212269,0.776636328,146,0.003263737,0.789079835,774,0.003323671,0.803570371,-0.364688902,-0.341756823,-0.315503724
MA1247.1,ERF087,11,59,0.003056836,0.77633185,138,0.003084902,0.783459509,743,0.003190553,0.81029125,-0.365254618,-0.35206938,-0.303487533
MA1368.2,GT-4,37,15,0.000777162,0.770081712,57,0.001274199,1.262590403,200,0.00085883,0.85100574,-0.376916559,0.33638669,-0.232759232
MA1259.1,AT1G01250,13,30,0.001554324,0.769322808,72,0.001609514,0.796639666,428,0.001837896,0.909678782,-0.378339015,-0.328000779,-0.136570892
MA0981.1,DOF1.8,15,19,0.000984405,0.768775334,65,0.001453033,1.134752828,267,0.001146538,0.89539372,-0.379366047,0.182378084,-0.159405895
MA1071.1,DOF5.3,15,20,0.001036216,0.768432953,42,0.000938883,0.696253438,223,0.000957595,0.710129887,-0.380008707,-0.522315549,-0.493845169
MA1001.2,ERF11,1,40,0.002072431,0.767095716,90,0.002011893,0.744687652,535,0.00229737,0.850355042,-0.382521491,-0.425292659,-0.233862771
MA1260.1,AT1G77640,13,52,0.002694161,0.764880781,137,0.003062548,0.869466892,702,0.003014493,0.855823997,-0.386693197,-0.201797002,-0.224613963
MA0993.1,ERF7,1,30,0.001554324,0.762864605,90,0.002011893,0.987440185,429,0.00184219,0.904149914,-0.390501068,-0.018234737,-0.145366094
MA1081.1,WRKY25,5,15,0.000777162,0.760839747,48,0.001073009,1.050473855,288,0.001236715,1.210741319,-0.394335479,0.071040256,0.275890659
MA1084.1,WRKY38,5,18,0.000932594,0.760757386,66,0.001475388,1.203537663,389,0.001670424,1.362637123,-0.394491659,0.26728129,0.446401416
MA1161.1,TSO1,22,32,0.001657945,0.758227185,79,0.001765995,0.807641342,470,0.00201825,0.923005255,-0.399297912,-0.308213333,-0.115589233
MA0110.2,ATHB-5,14,15,0.000777162,0.754873981,60,0.001341262,1.302796325,284,0.001219538,1.184563864,-0.405692275,0.381611555,0.244355981
MA1078.1,WRKY2,5,19,0.000984405,0.754743848,57,0.001274199,0.976928802,344,0.001477187,1.132560383,-0.405941003,-0.033674672,0.17958797
MA1396.1,GATA6,12,15,0.000777162,0.752835471,50,0.001117718,1.082731809,224,0.000961889,0.931780839,-0.40959349,0.114675934,-0.101937431
MA1303.1,WRKY22,5,23,0.001191648,0.751825873,74,0.001654223,1.043670067,462,0.001983897,1.251665695,-0.41152953,0.061665708,0.323849287
MA1309.1,WRKY3,5,24,0.001243459,0.751418685,79,0.001765995,1.067185503,455,0.001953838,1.180698708,-0.412311104,0.093810974,0.239640863
MA1201.1,AGL42,19,18,0.000932594,0.750786694,58,0.001296553,1.043792406,218,0.000936125,0.75362882,-0.413525013,0.061834811,-0.408073958
MA1079.1,WRKY21,5,20,0.001036216,0.748291591,65,0.001453033,1.049291858,423,0.001816425,1.311711057,-0.418327532,0.069416016,0.391449959
MA1295.1,WRKY20,5,24,0.001243459,0.747470044,71,0.00158716,0.954076011,451,0.001936661,1.164169012,-0.419912333,-0.067823885,0.219300521
MA1324.1,GATA20,12,18,0.000932594,0.744911916,49,0.001095364,0.874924491,267,0.001146538,0.91579996,-0.424858254,-0.192769582,-0.126895593
MA1290.1,TCP17,3,23,0.001191648,0.74457407,75,0.001676577,1.047570867,467,0.002005368,1.253008148,-0.42551272,0.067047844,0.325395796
MA1208.1,GT-2,25,17,0.000880783,0.743673894,40,0.000894174,0.754980411,214,0.000918948,0.775897461,-0.427257966,-0.405488883,-0.36606209
MA1248.1,DREB26,11,56,0.002901404,0.739469119,125,0.002794295,0.712170706,776,0.00333226,0.849279574,-0.435438195,-0.489705001,-0.235688543
MA0995.1,ERF039,13,27,0.001398891,0.738947684,77,0.001721286,0.909248787,433,0.001859367,0.982188324,-0.436455867,-0.137252999,-0.025928423
MA1006.1,ERF6,1,29,0.001502513,0.738797881,75,0.001676577,0.824386714,395,0.001696189,0.834030018,-0.436748366,-0.278606841,-0.261828786
MA1240.1,ERF10,11,70,0.003626755,0.736261366,177,0.003956722,0.803247376,895,0.003843264,0.780214379,-0.441710094,-0.316083732,-0.358057508
MA1087.1,WRKY45,5,18,0.000932594,0.735981562,72,0.001609514,1.270190918,378,0.001623188,1.280982428,-0.442258471,0.34504536,0.357250686
MA1236.1,ESE3,11,80,0.004144863,0.735022563,221,0.004940314,0.87608256,1061,0.004556092,0.807947257,-0.444139558,-0.190861262,-0.307666978
MA1245.1,AT2G33710,11,60,0.003108647,0.734496553,146,0.003263737,0.771140379,800,0.003435319,0.811681114,-0.445172375,-0.374934582,-0.301015049
MA1311.2,WRKY28,5,20,0.001036216,0.734349698,62,0.00138597,0.982215292,445,0.001910896,1.354222043,-0.445460855,-0.025888811,0.437464308
MA1083.1,WRKY30,5,19,0.000984405,0.732398384,60,0.001341262,0.997900187,423,0.001816425,1.351422317,-0.449299487,-0.003032575,0.434478585
MA1223.1,ERF035,13,19,0.000984405,0.730594735,52,0.001162427,0.862717005,315,0.001352657,1.003899953,-0.452856738,-0.213040702,0.0056155
MA1166.1,PHL12,16,17,0.000880783,0.730158127,61,0.001363616,1.130420213,276,0.001185185,0.982503321,-0.453719159,0.176859168,-0.025465811
MA1064.1,TCP2,3,20,0.001036216,0.72851389,62,0.00138597,0.974409721,482,0.00206978,1.455163599,-0.456971616,-0.037399569,0.541181359
UN0352.1,ASIL2,7,41,0.002124242,0.728467333,131,0.002928421,1.004244813,519,0.002228663,0.764276533,-0.457063817,0.00611101,-0.387833362
MA1329.2,ZHD1,27,18,0.000932594,0.726875309,61,0.001363616,1.062819035,289,0.001241009,0.967257703,-0.460220195,0.087895972,-0.048027782
MA1089.1,WRKY57,5,21,0.001088027,0.726570227,74,0.001654223,1.10466883,451,0.001936661,1.293277696,-0.460825846,0.143613927,0.371032088
MA1314.1,WRKY14,5,22,0.001139837,0.725599634,74,0.001654223,1.053048009,463,0.001988191,1.265646166,-0.462754367,0.074571211,0.33987413
MA1298.1,WRKY29,5,22,0.001139837,0.722887515,73,0.001631868,1.034934776,443,0.001902308,1.20644829,-0.468156921,0.049539849,0.270766081
MA1353.1,AT1G72740,26,29,0.001502513,0.722800082,99,0.002213082,1.064626978,356,0.001528717,0.735405944,-0.468331425,0.09034803,-0.443387258
MA1665.1,HSFB2A,30,20,0.001036216,0.721178283,60,0.001341262,0.933482053,358,0.001537305,1.069923223,-0.471572142,-0.099305809,0.097507273
MA1307.1,WRKY31,5,21,0.001088027,0.718304437,73,0.001631868,1.077343491,430,0.001846484,1.219030728,-0.477332668,0.1074783,0.285734492
MA1077.1,WRKY18,5,20,0.001036216,0.717503907,65,0.001453033,1.00611983,377,0.001618894,1.120966329,-0.478941407,0.008802142,0.164742944
UN0369.1,NAC004,17,18,0.000932594,0.717445083,69,0.001542451,1.186608149,290,0.001245303,0.958012332,-0.47905969,0.246843596,-0.061883868
MA1250.1,AT1G75490,13,62,0.003212269,0.717106166,156,0.00348728,0.778499688,871,0.003740204,0.834962297,-0.479741372,-0.361231634,-0.260217041
UN0354.1,AT3G42860,5,20,0.001036216,0.716268216,68,0.001520097,1.050743409,428,0.001837896,1.270417292,-0.48142817,0.071410407,0.345302455
MA1221.1,RAP26,11,58,0.003005026,0.712643683,150,0.003353154,0.795202584,792,0.003400966,0.806541225,-0.488747176,-0.33060565,-0.310179819
MA0005.1,AG,23,19,0.000984405,0.71199469,66,0.001475388,1.067109943,286,0.001228127,0.888272322,-0.490061613,0.093708823,-0.170926056
MA1233.1,ERF021,11,107,0.005543754,0.709340521,264,0.005901551,0.755121778,1437,0.006170692,0.789559208,-0.495449731,-0.405218769,-0.340880639
MA1355.1,TBP3,26,21,0.001088027,0.708346781,86,0.001922475,1.251604623,285,0.001223833,0.796761669,-0.49747227,0.323778893,-0.327779852
MA1246.1,LEP,11,81,0.004196674,0.708026935,228,0.005096794,0.859887598,1132,0.004860977,0.82010249,-0.49812385,-0.217780008,-0.286123877
MA0990.1,EDT1,20,9,0.000466297,0.706688995,26,0.000581213,0.880848551,154,0.000661299,1.002220963,-0.500852652,-0.183034105,0.003200619
MA1167.1,EFM,16,12,0.000621729,0.705945785,61,0.001363616,1.548324607,225,0.000966184,1.097057939,-0.502370703,0.630707965,0.133639721
MA1035.1,TCP4,3,20,0.001036216,0.701881321,56,0.001251844,0.847937405,379,0.001627483,1.102376234,-0.510700985,-0.237970326,0.140616691
MA1085.2,WRKY40,5,22,0.001139837,0.701432208,84,0.001877766,1.155538411,427,0.001833602,1.128360412,-0.511624418,0.208565217,0.174227956
MA1264.1,ESE1,11,60,0.003108647,0.695297355,153,0.003420217,0.764984851,858,0.00368438,0.824068963,-0.524297994,-0.386496916,-0.279163019
MA0975.1,CRF2,1,24,0.001243459,0.694300266,82,0.001833058,1.023509834,376,0.0016146,0.901531442,-0.526368371,0.033524964,-0.149550287
UN0347.1,ANAC075,17,23,0.001191648,0.693021054,110,0.00245898,1.430057023,397,0.001704777,0.991439099,-0.529028913,0.516072675,-0.01240394
MA1242.1,AT3G57600,1,47,0.002435107,0.69236973,118,0.002637815,0.750005242,695,0.002984434,0.848558839,-0.530385443,-0.415027416,-0.236913395
MA1296.1,WRKY46,5,22,0.001139837,0.69027901,88,0.001967184,1.191315345,468,0.002009662,1.217039804,-0.534748479,0.25255535,0.283376353
MA1001.1,ERF11,1,29,0.001502513,0.689228781,87,0.001944829,0.89212711,452,0.001940955,0.890350044,-0.536945148,-0.164678815,-0.167555447
MA1257.1,ERF9,11,90,0.004662971,0.688930091,252,0.005633299,0.832291123,1272,0.005462158,0.807005879,-0.537570502,-0.264839845,-0.309348911
UN0353.1,AT3G11100,7,39,0.002020621,0.687237288,115,0.002570752,0.874343379,561,0.002409018,0.819335764,-0.541119779,-0.193728117,-0.287473305
MA1004.1,ERF13,1,23,0.001191648,0.687042221,59,0.001318907,0.760413257,387,0.001661836,0.958127926,-0.541529335,-0.395144411,-0.061709802
MA1244.1,ABR1,11,53,0.002745972,0.685180567,159,0.003554343,0.886887164,816,0.003504026,0.87433179,-0.54544386,-0.173177528,-0.19374724
MA1187.1,LCL1,4,17,0.000880783,0.684147492,64,0.001430679,1.11127839,288,0.001236715,0.960616956,-0.547620713,0.152220276,-0.057966821
MA0992.1,ERF4,1,28,0.001450702,0.683557587,76,0.001698931,0.800521032,438,0.001880837,0.886233434,-0.548865211,-0.320988788,-0.17424134
UN0356.1,AT5G05550,7,40,0.002072431,0.683150447,138,0.003084902,1.016898319,533,0.002288782,0.754467467,-0.549724763,0.024175429,-0.406469402
MA1286.1,TCP24,3,23,0.001191648,0.675957525,69,0.001542451,0.874949,473,0.002031133,1.152151673,-0.5649955,-0.192729169,0.20433065
MA0979.1,ERF008,1,28,0.001450702,0.675741159,88,0.001967184,0.916319842,449,0.001928073,0.89810192,-0.565457363,-0.126076835,-0.155048918
MA1222.1,AT1G44830,13,54,0.002797782,0.670670918,144,0.003219028,0.771649864,808,0.003469673,0.831733164,-0.57632305,-0.373981722,-0.265807337
MA1070.1,TGA7,19,14,0.000725351,0.669592306,55,0.00122949,1.134977326,340,0.001460011,1.347777738,-0.578645144,0.182663476,0.430582601
MA1045.1,NAC043,2,6,0.000310865,0.669556128,28,0.000625922,1.348142647,116,0.000498121,1.072878817,-0.578723095,0.430973156,0.101487131
MA1225.1,ERF5,11,74,0.003833998,0.669385688,203,0.004537935,0.792287525,1053,0.004521739,0.789459793,-0.57909039,-0.335904009,-0.341062303
MA1389.1,PHL1,16,12,0.000621729,0.667251401,53,0.001184781,1.271528782,215,0.000923242,0.990840275,-0.583697665,0.346564119,-0.013275583
MA0005.2,AG,23,15,0.000777162,0.665076434,57,0.001274199,1.0904286,250,0.001073537,0.91870748,-0.588407943,0.124895307,-0.12232252
MA1328.1,ATHB34,27,15,0.000777162,0.663929597,58,0.001296553,1.107645637,237,0.001017713,0.869432878,-0.590897828,0.147496402,-0.201853442
MA1094.1,WRKY8,5,19,0.000984405,0.662905786,69,0.001542451,1.038698195,416,0.001786366,1.202952509,-0.59312425,0.054776524,0.266579688
MA0999.1,ERF098,1,27,0.001398891,0.661035617,80,0.001788349,0.845070926,427,0.001833602,0.866454804,-0.597200088,-0.242855664,-0.206803597
MA1065.1,TCP20,3,22,0.001139837,0.660200137,72,0.001609514,0.932239506,480,0.002061192,1.1938537,-0.599024657,-0.101227443,0.255626053
MA1086.1,WRKY43,5,19,0.000984405,0.659930426,62,0.00138597,0.929133925,424,0.001820719,1.220583093,-0.59961416,-0.106041534,0.287570512
MA1265.2,ERF015,13,29,0.001502513,0.659610636,84,0.001877766,0.82434881,488,0.002095545,0.919954645,-0.600313433,-0.278673175,-0.120365359
MA1302.1,WRKY65,5,18,0.000932594,0.651816302,69,0.001542451,1.078062354,440,0.001889426,1.320572752,-0.61746266,0.108440624,0.401163784
MA1255.1,AT1G22810,11,61,0.003160458,0.65155754,193,0.004314392,0.889451611,928,0.00398497,0.821538383,-0.618035504,-0.169011974,-0.283600114
MA1213.1,ZHD3,14,14,0.000725351,0.649251715,62,0.00138597,1.240563035,277,0.001189479,1.064686584,-0.623150175,0.310995043,0.090428801
MA1168.1,MYR2,16,15,0.000777162,0.648659835,57,0.001274199,1.063512702,271,0.001163714,0.971296853,-0.624465985,0.088837264,-0.042015808
MA0997.1,ERF069,1,27,0.001398891,0.648166477,93,0.002078956,0.96326954,447,0.001919485,0.889379813,-0.625563688,-0.053988549,-0.169128436
MA1080.1,WRKY23,5,17,0.000880783,0.642563952,63,0.001408325,1.027424844,337,0.001447128,1.055733445,-0.638088047,0.039032865,0.078245624
MA1305.1,WRKY55,5,18,0.000932594,0.637754658,63,0.001408325,0.963083098,431,0.001850778,1.265655024,-0.648926564,-0.054267811,0.339884227
MA1197.1,CAMTA1,31,12,0.000621729,0.634668327,22,0.000491796,0.502030771,270,0.00115942,1.183549118,-0.655925248,-0.994152301,0.24311958
MA0970.1,CMTA3,31,12,0.000621729,0.631707971,35,0.000782403,0.794959919,258,0.00110789,1.125671731,-0.662670318,-0.331045972,0.170786169
MA1016.1,GATA15,12,12,0.000621729,0.622947919,58,0.001296553,1.299093962,270,0.00115942,1.161692539,-0.682816542,0.377505783,0.216228286
MA1325.1,GATA14,12,12,0.000621729,0.621797185,38,0.000849466,0.849558285,219,0.000940419,0.940521143,-0.68548401,-0.235215166,-0.088467719
MA1163.1,PHL11,16,13,0.00067354,0.61744703,58,0.001296553,1.188574544,254,0.001090714,0.999878001,-0.69561272,0.249232388,-0.000176018
MA1090.1,WRKY60,5,18,0.000932594,0.616604328,72,0.001609514,1.064164183,431,0.001850778,1.223681169,-0.697583079,0.089720752,0.291227712
MA1051.1,RAP2-3,1,21,0.001088027,0.616128052,76,0.001698931,0.962071517,392,0.001683306,0.953223405,-0.698697873,-0.055783952,-0.06911372
MA1265.1,ERF015,13,32,0.001657945,0.613169641,91,0.002034247,0.752339969,529,0.002271605,0.840123785,-0.705641826,-0.410543358,-0.251326183
MA1322.1,SPL9,21,8,0.000414486,0.610960766,32,0.00071534,1.054424263,181,0.000777241,1.145668184,-0.710848357,0.076455473,0.196189262
MA0585.1,AGL1,23,14,0.000725351,0.609909967,54,0.001207136,1.015017505,248,0.001064949,0.895460264,-0.713331803,0.021504608,-0.159298681
MA0982.1,DOF2.4,15,9,0.000466297,0.597821265,35,0.000782403,1.003087853,124,0.000532475,0.682664749,-0.742213879,0.004447966,-0.550750838
MA0994.1,ERF8,1,24,0.001243459,0.596025409,81,0.001810703,0.867921863,416,0.001786366,0.856256351,-0.74655426,-0.204362929,-0.223885311
MA0980.1,RAP2-10,1,24,0.001243459,0.594352828,89,0.001989538,0.950966407,405,0.00173913,0.831275647,-0.750608477,-0.072533716,-0.266601148
MA1323.1,GATA19,12,17,0.000880783,0.592499384,59,0.001318907,0.88722357,297,0.001275362,0.857931026,-0.755114441,-0.172630402,-0.221066429
MA0976.1,CRF4,1,22,0.001139837,0.590139691,85,0.001900121,0.983769032,407,0.001747719,0.904864388,-0.760871602,-0.023608454,-0.144226503
MA1093.1,WRKY75,5,15,0.000777162,0.586699079,55,0.00122949,0.928172964,362,0.001554482,1.173517744,-0.769307368,-0.10753442,0.230839656
MA1308.1,WRKY70,5,15,0.000777162,0.569516937,69,0.001542451,1.13033338,440,0.001889426,1.384602159,-0.812189348,0.176748343,0.469471503
MA1226.1,AT5G18450,11,49,0.002538729,0.567595216,149,0.0033308,0.744682232,857,0.003680086,0.822773718,-0.817065665,-0.425303159,-0.281432385
MA0110.1,ATHB-5,14,11,0.000569919,0.555401826,40,0.000894174,0.871398257,210,0.000901771,0.878801634,-0.848396175,-0.198595867,-0.186390543
MA1053.1,ERF109,1,19,0.000984405,0.523429493,85,0.001900121,1.01033545,402,0.001726248,0.917883545,-0.933932879,0.014834374,-0.123616969
MA0969.1,CMTA2,31,9,0.000466297,0.519589011,35,0.000782403,0.87182149,228,0.000979066,1.090961031,-0.944557176,-0.197895329,0.12559957
