id,Moitf_name,Cluster,myc_myb_down_count,myc_myb_down_freq,myc_myb_down_freq_norm,myc_down_myb_not_count,myc_down_myb_not_freq,myc_down_myb_not_freq_norm,myb_down_myc_not_count,myb_down_myc_not_freq,myb_down_myc_not_freq_norm,log2_myc_myb_down_freq_norm,log2_myc_down_myb_not_freq_norm,log2_myb_down_myc_not_freq_norm
MA1199.1,AGL16,23,34,0.001761567,1.121498656,70,0.001564805,0.996230785,324,0.001391304,0.885771686,0.165427892,-0.005448102,-0.174993213
MA0947.1,ARR14,16,17,0.000880783,1.117957771,33,0.000737694,0.936337667,179,0.000768653,0.975632932,0.160865694,-0.094899199,-0.035589638
MA1272.1,AT2G28810,9,124,0.006424538,1.11370981,229,0.005119149,0.887417358,1169,0.00501986,0.87020548,0.155373371,-0.172315322,-0.200571993
MA1014.1,GATA11,12,20,0.001036216,1.113206675,41,0.000916529,0.984626999,179,0.000768653,0.825763685,0.154721464,-0.022350795,-0.276199121
MA1277.1,Adof1,9,130,0.006735402,1.112360402,259,0.00578978,0.956189586,1233,0.005294686,0.874424238,0.153624293,-0.064631402,-0.193594704
MA1677.1,NAC078,2,48,0.002486918,1.111120275,108,0.002414271,1.078662717,516,0.002215781,0.989980134,0.152014992,0.109243824,-0.01452852
MA1195.1,AT5G56840,24,23,0.001191648,1.110191745,53,0.001184781,1.103794192,271,0.001163714,1.084167518,0.150808871,0.142471199,0.116587689
MA1399.1,At5g08520,24,24,0.001243459,1.109724779,58,0.001296553,1.157108577,296,0.001271068,1.13436468,0.150201921,0.210524246,0.181884518
MA1062.2,TCP15,3,33,0.001709756,1.1096398,69,0.001542451,1.00105803,443,0.001902308,1.234607056,0.15009144,0.001525608,0.304051942
MA1043.1,NAC083,2,14,0.000725351,1.109054054,35,0.000782403,1.196285392,220,0.000944713,1.444455948,0.149329682,0.258561607,0.530526206
MA0570.1,ABF1,6,47,0.002435107,1.106991057,109,0.002436625,1.107681315,698,0.002997316,1.362569363,0.146643567,0.147542871,0.446329674
MA0980.2,RAP2-10,13,29,0.001502513,1.103520311,53,0.001184781,0.870162333,296,0.001271068,0.933535821,0.142113184,-0.200643527,-0.099222713
MA1042.1,MYB59,18,11,0.000569919,1.101603193,25,0.000558859,1.080225902,109,0.000468062,0.904723647,0.139604646,0.111333047,-0.144450915
MA1192.1,At5g58900,24,23,0.001191648,1.099775102,56,0.001251844,1.155330268,284,0.001219538,1.125515111,0.137208531,0.208305326,0.170585426
MA0943.1,ARF5,13,25,0.00129527,1.096028196,60,0.001341262,1.134945601,258,0.00110789,0.937472133,0.132284913,0.182623149,-0.093152289
MA1047.1,TGA5,19,18,0.000932594,1.089462566,35,0.000782403,0.914007857,243,0.001043478,1.218998086,0.123616626,-0.129721528,0.285695861
UN0375.1,NAC045,2,44,0.002279675,1.085339414,100,0.002235436,1.064277732,442,0.001898014,0.903633057,0.118146282,0.089874683,-0.146191046
MA1368.1,GT-4,37,20,0.001036216,1.083686858,48,0.001073009,1.12216605,227,0.000974772,1.019428124,0.115947936,0.166286171,0.02776006
MA1165.1,HHO6,16,27,0.001398891,1.082291508,69,0.001542451,1.19336049,291,0.001249597,0.966786147,0.114089132,0.255029918,-0.048731294
MA1235.1,AIL7,32,23,0.001191648,1.081897192,64,0.001430679,1.298913435,282,0.00121095,1.099421457,0.113563413,0.377305287,0.136744541
MA1179.1,MYB1,10,21,0.001088027,1.078341527,30,0.000670631,0.664661262,250,0.001073537,1.063981281,0.108814174,-0.589308822,0.089472769
MA1209.1,ATHB20,14,22,0.001139837,1.078305691,60,0.001341262,1.268856604,266,0.001142244,1.080582167,0.108766229,0.343529037,0.111808778
UN0382.1,NAC105,2,37,0.001916999,1.075018167,85,0.001900121,1.065553065,363,0.001558776,0.874133265,0.10436104,0.091602442,-0.194074854
MA1662.1,AT3G10030,10,15,0.000777162,1.069899321,42,0.000938883,1.292537109,153,0.000657005,0.904482204,0.097475043,0.370205701,-0.144835977
MA1009.1,ARF3,13,23,0.001191648,1.064979691,54,0.001207136,1.078820839,248,0.001064949,0.951748308,0.090825919,0.109455295,-0.071347995
UN0349.1,ANAC096,17,36,0.001865188,1.064179723,114,0.002548397,1.453983264,449,0.001928073,1.100058454,0.08974182,0.540010663,0.137580187
MA1670.1,DREB1C,13,24,0.001243459,1.063658596,48,0.001073009,0.917855526,309,0.001326892,1.135027632,0.089035161,-0.123661009,0.18272742
MA1026.1,ATHB-15,14,12,0.000621729,1.063199287,21,0.000469442,0.802776781,170,0.000730005,1.24835842,0.088412042,-0.316929205,0.32003221
UN0371.1,NAC010,17,31,0.001606134,1.063085977,83,0.001855412,1.228080584,382,0.001640365,1.085742908,0.088258279,0.29640523,0.118682529
MA1278.1,OBP1,9,129,0.006683592,1.062283315,260,0.005812134,0.923774724,1253,0.005380569,0.855182221,0.08716859,-0.114387023,-0.225696235
MA1279.1,COG1,9,95,0.004922025,1.06006622,174,0.003889659,0.837723533,955,0.004100913,0.883221647,0.08415439,-0.255453893,-0.179152563
MA1660.1,ANAC13,17,40,0.002072431,1.054885485,116,0.002593106,1.31991326,470,0.00201825,1.027306713,0.077086393,0.400443124,0.038866977
MA1200.1,AGL25,23,34,0.001761567,1.054188982,84,0.001877766,1.123727268,338,0.001451422,0.868586748,0.076133519,0.168291932,-0.203258153
MA1371.1,IDD4,9,65,0.003367701,1.052804182,138,0.003084902,0.964396018,666,0.002859903,0.89405743,0.074237125,-0.052302401,-0.161560589
MA0577.1,SPL3,21,12,0.000621729,1.052461222,26,0.000581213,0.983875809,191,0.000820183,1.388401798,0.073767078,-0.023451874,0.473425139
UN0376.1,NAC053,2,46,0.002383296,1.052082383,115,0.002570752,1.134832682,514,0.002207193,0.974343245,0.073247679,0.182479604,-0.037497995
MA0577.2,SPL3,21,12,0.000621729,1.050143285,21,0.000469442,0.792918746,172,0.000738594,1.247534898,0.070586187,-0.334755061,0.319080173
MA0589.1,ZAP1,5,25,0.00129527,1.048167357,68,0.001520097,1.230103379,292,0.001253892,1.014683074,0.067869085,0.298779566,0.021029187
MA0974.2,CDF3,15,27,0.001398891,1.047672276,67,0.001497742,1.121704772,270,0.00115942,0.868325179,0.067187496,0.165693015,-0.203692676
MA1291.1,TCP7,3,29,0.001502513,1.04699862,59,0.001318907,0.919056478,425,0.001825013,1.271727271,0.066259541,-0.121774574,0.34678931
MA1170.1,MYB118,10,15,0.000777162,1.04593026,37,0.000827111,1.113154048,162,0.000695652,0.936231882,0.06478666,0.154653259,-0.0950622
UN0362.1,EICBP-B,31,24,0.001243459,1.045781315,39,0.00087182,0.733223407,363,0.001558776,1.31097136,0.064581199,-0.447675253,0.390636168
MA1188.1,At3g11280,24,31,0.001606134,1.044673212,61,0.001363616,0.88693272,334,0.001434246,0.932872249,0.063051718,-0.173103425,-0.100248568
MA1210.1,HAT22,14,20,0.001036216,1.043958804,42,0.000938883,0.945898928,223,0.000957595,0.964750854,0.062064782,-0.080242059,-0.051771679
MA1329.1,ZHD1,27,21,0.001088027,1.04385797,38,0.000849466,0.814981575,245,0.001052067,1.009357801,0.061925428,-0.295160651,0.013437677
MA0974.1,CDF3,15,21,0.001088027,1.043548217,49,0.001095364,1.050585453,211,0.000906065,0.869025707,0.061497262,0.071193513,-0.20252924
UN0350.1,ANAC103,17,33,0.001709756,1.040598986,96,0.002146019,1.306119065,408,0.001752013,1.066317568,0.057414207,0.385286418,0.092637162
MA1215.1,ATHB53,14,23,0.001191648,1.039512426,64,0.001430679,1.248026769,279,0.001198068,1.045112388,0.055907004,0.319648879,0.063658093
MA1196.1,At5g05790,24,36,0.001865188,1.038961555,74,0.001654223,0.921447877,367,0.001575953,0.877849333,0.055142271,-0.118025535,-0.187954746
MA1204.1,AGL13,23,31,0.001606134,1.038217527,69,0.001542451,0.99705205,352,0.001511541,0.977071328,0.054108748,-0.004259274,-0.033464209
UN0365.1,GT-2,25,25,0.00129527,1.036442607,54,0.001207136,0.96591984,228,0.000979066,0.783424302,0.051640229,-0.050024628,-0.352134213
MA1663.1,ANAC050,17,29,0.001502513,1.035201031,95,0.002123664,1.463161889,374,0.001606012,1.106509744,0.049910959,0.549089403,0.146016156
MA0008.2,HAT5,14,18,0.000932594,1.033557596,44,0.000983592,1.090076386,230,0.000987654,1.09457861,0.047618787,0.124429234,0.130375569
MA0949.1,ARR2,16,21,0.001088027,1.03300773,48,0.001073009,1.018749929,224,0.000961889,0.913249069,0.04685105,0.026799959,-0.130919717
MA1234.1,ERF017,13,48,0.002486918,1.032245007,97,0.002168373,0.900026641,484,0.002078368,0.862668337,0.04578544,-0.151960389,-0.21312209
MA1397.1,At1g74840,24,21,0.001088027,1.030287797,60,0.001341262,1.270084421,242,0.001039184,0.984037321,0.043047391,0.344924394,-0.023215062
MA1358.1,bHLH130,29,32,0.001657945,1.029516499,72,0.001609514,0.999442714,433,0.001859367,1.154591011,0.041966951,-0.000804218,0.207381898
MA1666.1,HSFB2B,30,28,0.001450702,1.027031702,66,0.001475388,1.044508145,301,0.001292539,0.915059337,0.038480715,0.062823742,-0.128062797
MA1667.1,HSFC1,30,25,0.00129527,1.026682355,57,0.001274199,1.009980578,281,0.001206656,0.95644357,0.037989896,0.01432755,-0.064248243
MA1335.1,TGA4,19,26,0.00134708,1.025077256,72,0.001609514,1.22477926,367,0.001575953,1.199240417,0.035732644,0.292521758,0.262120911
MA1158.1,MGP,9,47,0.002435107,1.023309431,106,0.002369562,0.995765468,525,0.002254428,0.947382515,0.033242457,-0.00612211,-0.077981049
MA1391.2,MYB33,10,16,0.000828973,1.02277184,35,0.000782403,0.965314659,208,0.000893183,1.101993562,0.032484344,-0.050928807,0.140115796
MA1058.1,SPL4,21,13,0.00067354,1.020816482,26,0.000581213,0.880886079,185,0.000794418,1.204018036,0.029723528,-0.182972641,0.267857004
MA1024.1,HAT1,14,20,0.001036216,1.019661833,42,0.000938883,0.923884191,235,0.001009125,0.993003943,0.028090767,-0.114216074,-0.010128648
MA0973.1,CDF2,15,28,0.001450702,1.01911838,64,0.001430679,1.005052283,292,0.001253892,0.880859003,0.027321644,0.007270553,-0.183016986
MA1217.1,CBF2,13,24,0.001243459,1.018597527,46,0.001028301,0.842347488,296,0.001271068,1.041214074,0.02658412,-0.247512593,0.058266718
MA1317.1,WRKY50,5,31,0.001606134,1.014867882,81,0.001810703,1.144128782,435,0.001867955,1.180304368,0.021291926,0.19424945,0.239158939
MA1057.1,SPL12,21,12,0.000621729,1.013957654,23,0.00051415,0.838510461,168,0.000721417,1.176534851,0.019997402,-0.254099312,0.234544056
MA0584.1,Sep-01,23,23,0.001191648,1.013360277,65,0.001453033,1.235638621,288,0.001236715,1.051684494,0.019147182,0.30525687,0.07270196
MA1220.1,TINY,13,38,0.00196881,1.011345956,62,0.00138597,0.711950685,426,0.001829308,0.93968585,0.016276591,-0.490150782,-0.08974957
MA0977.1,DOF2.5,15,22,0.001139837,1.009678496,59,0.001318907,1.168300372,230,0.000987654,0.874873385,0.01389598,0.224411241,-0.192853855
MA1326.1,ZHD5,27,15,0.000777162,1.007494502,32,0.00071534,0.927349584,199,0.000854536,1.107800215,0.010771966,-0.108814799,0.147697724
MA1156.1,JKD,9,65,0.003367701,1.007490433,139,0.003107256,0.929575035,704,0.003023081,0.904392966,0.010766139,-0.105356771,-0.144978323
MA1198.1,HAT2,14,20,0.001036216,1.00499176,43,0.000961238,0.932272853,217,0.00093183,0.903751814,0.007183673,-0.101175837,-0.146001457
MA0579.1,CDC5,44,19,0.000984405,1.003983293,57,0.001274199,1.299540498,227,0.000974772,0.994158626,0.005735262,0.378001594,-0.008452031
MA1160.1,AT1G14580,9,69,0.003574944,1.003831746,149,0.0033308,0.935276842,791,0.003396672,0.953773522,0.005517477,-0.096534629,-0.068281363
MA1068.1,TGA2,19,14,0.000725351,1.00067619,32,0.00071534,0.986864636,224,0.000961889,1.326998683,0.000975206,-0.019075885,0.408166939
MA0971.1,DREB1A,13,22,0.001139837,0.994966837,45,0.001005946,0.878093002,272,0.001168009,1.019557612,-0.007279655,-0.187554346,0.0279433
MA0983.1,DOF5.6,15,20,0.001036216,0.990642039,59,0.001318907,1.260900587,228,0.000979066,0.936005817,-0.01356425,0.334454534,-0.095410599
MA1274.1,OBP3,9,227,0.011761049,0.990596293,521,0.011646622,0.980958516,2497,0.010722491,0.903121802,-0.013630873,-0.027735968,-0.147007521
MA1330.1,ZHD6,27,21,0.001088027,0.989018987,42,0.000938883,0.853447287,253,0.00108642,0.987558425,-0.015929877,-0.228626047,-0.018061993
MA1284.1,TCP1,3,37,0.001916999,0.986317557,89,0.001989538,1.023639707,538,0.002310252,1.188650722,-0.01987588,0.033708016,0.24932485
MA1224.1,CBF1,13,23,0.001191648,0.983654493,48,0.001073009,0.885723278,302,0.001296833,1.070480178,-0.023776435,-0.17507206,0.098258082
UN0364.1,ERF011,13,40,0.002072431,0.98314244,81,0.001810703,0.858980983,471,0.002022544,0.959476413,-0.024527642,-0.219301903,-0.059680754
MA1664.1,HSFA6B,30,30,0.001554324,0.980705013,74,0.001654223,1.04373666,315,0.001352657,0.853462881,-0.028108843,0.061757759,-0.228599686
MA0001.1,AGL3,23,23,0.001191648,0.980005816,61,0.001363616,1.121431445,287,0.001232421,1.013537115,-0.029137784,0.165341429,0.01939892
MA1214.1,ATHB40,43,22,0.001139837,0.978644487,67,0.001497742,1.285935403,295,0.001266774,1.087630135,-0.031143229,0.362818173,0.12118803
MA1682.1,TCX3,22,33,0.001709756,0.977970445,73,0.001631868,0.933419195,393,0.001687601,0.965297727,-0.032137228,-0.099402959,-0.050954113
MA0001.2,AGL3,23,21,0.001088027,0.977475497,50,0.001117718,1.00415017,255,0.001095008,0.98374765,-0.032867557,0.00597504,-0.023639811
MA1370.1,IDD5,9,47,0.002435107,0.976830242,105,0.002347208,0.941570005,602,0.002585078,1.036990249,-0.033820229,-0.086859733,0.052402328
MA1381.1,AT3G46070,35,44,0.002279675,0.976015976,111,0.002481334,1.062354119,447,0.001919485,0.82180488,-0.035023332,0.087264746,-0.283132197
MA0588.1,TGA1,19,23,0.001191648,0.975939378,50,0.001117718,0.915391946,341,0.001464305,1.199240612,-0.03513656,-0.127538496,0.262121146
MA1280.1,OBP4,15,45,0.002331485,0.973516341,116,0.002593106,1.082756498,478,0.002052603,0.857068575,-0.038722899,0.114708831,-0.222517454
MA1356.1,TRP2,26,51,0.00264235,0.973155693,130,0.002906067,1.070280422,532,0.002284487,0.841357803,-0.039257458,0.097988844,-0.249208631
MA1243.1,DREB19,13,32,0.001657945,0.973155277,62,0.00138597,0.813515685,391,0.001679012,0.985520957,-0.039258075,-0.297757933,-0.021041545
MA0582.1,RAV1,40,28,0.001450702,0.971022013,67,0.001497742,1.002508178,318,0.001365539,0.914018754,-0.042424093,0.003614006,-0.129704328
MA1157.1,NUC,9,44,0.002279675,0.969404572,101,0.00225779,0.960098604,527,0.002263017,0.96232096,-0.044829208,-0.058745514,-0.055409943
MA1676.1,NAC062,17,24,0.001243459,0.969400523,66,0.001475388,1.150212336,319,0.001369834,1.067922247,-0.044835234,0.201900216,0.094806611
MA0954.2,ATHB7,14,22,0.001139837,0.969175518,69,0.001542451,1.311507935,274,0.001176597,1.000431275,-0.045170133,0.391226536,0.000622064
MA1287.1,TCP21,3,32,0.001657945,0.966526583,85,0.001900121,1.107706816,513,0.002202899,1.284216167,-0.049118683,0.147576084,0.360888066
MA1281.1,AT5G02460,9,139,0.007201699,0.965351036,320,0.007153396,0.958876163,1472,0.006320988,0.847296124,-0.050874442,-0.060583589,-0.239061825
MA1164.1,HHO5,16,26,0.00134708,0.963039243,75,0.001676577,1.198599183,307,0.001318304,0.942466571,-0.054333507,0.261349296,-0.085486648
MA1669.1,DREB1B,13,25,0.00129527,0.962541199,48,0.001073009,0.797375034,327,0.001404187,1.043479723,-0.055079802,-0.32666966,0.061402566
MA1229.1,AT2G44940,13,34,0.001761567,0.961446012,63,0.001408325,0.768649965,419,0.001799249,0.982012353,-0.056722247,-0.379601335,-0.026186922
MA0553.1,SMZ,21,17,0.000880783,0.959286587,55,0.00122949,1.33907289,179,0.000768653,0.837161842,-0.05996621,0.421234493,-0.25642154
MA1374.1,IDD7,9,48,0.002486918,0.958213527,115,0.002570752,0.99051482,564,0.0024219,0.933162133,-0.061580915,-0.013749534,-0.09980033
MA1367.1,AT1G76870,42,42,0.002176053,0.955651297,75,0.001676577,0.736297802,488,0.002095545,0.920294715,-0.065443799,-0.4416387,-0.119832151
MA0978.1,DREB1E,13,17,0.000880783,0.953525655,43,0.000961238,1.040624374,248,0.001064949,1.152901183,-0.06865634,0.057449404,0.205268863
MA1380.1,AT2G20110,22,41,0.002124242,0.950853254,68,0.001520097,0.680425577,492,0.002112721,0.945696291,-0.072705389,-0.555490722,-0.080551156
MA0995.2,ERF039,13,32,0.001657945,0.948938455,59,0.001318907,0.754887366,390,0.001674718,0.958538625,-0.075613573,-0.405666694,-0.061091527
UN0351.1,ARID6,22,22,0.001139837,0.944463171,57,0.001274199,1.055794219,234,0.001004831,0.832597585,-0.082433555,0.078328672,-0.264308721
MA0952.1,ATHB-51,14,12,0.000621729,0.942874226,49,0.001095364,1.66115698,177,0.000760064,1.152663994,-0.084862758,0.732188415,0.204972023
MA1205.1,AGL6,23,32,0.001657945,0.941629325,81,0.001810703,1.028388219,371,0.001593129,0.904817203,-0.086768844,0.040384988,-0.144301736
MA1018.1,GATA9,12,18,0.000932594,0.940416299,43,0.000961238,0.969299917,234,0.001004831,1.013258937,-0.088628551,-0.044984967,0.0190029
MA0972.1,CCA1,4,13,0.00067354,0.940029146,48,0.001073009,1.497549829,223,0.000957595,1.336471719,-0.089222606,0.582604008,0.418429309
MA1228.1,AT4G18450,11,76,0.00393762,0.937893454,136,0.003040193,0.724137266,826,0.003546967,0.844844736,-0.092504055,-0.465664897,-0.243241865
MA0567.1,ERF1B,1,42,0.002176053,0.937214654,88,0.001967184,0.847255759,464,0.001992485,0.858152957,-0.093548583,-0.239130557,-0.220693279
MA1249.1,RAP210,13,31,0.001606134,0.935496008,63,0.001408325,0.820281415,399,0.001713366,0.997952989,-0.096196598,-0.285809153,-0.002956239
MA1268.1,AT1G69570,9,147,0.007616186,0.934537725,339,0.007578128,0.929867948,1634,0.00701664,0.860970949,-0.097675192,-0.104902243,-0.215963536
MA0573.1,ATHB-9,34,16,0.000828973,0.934371816,45,0.001005946,1.133846696,159,0.00068277,0.769580075,-0.097931337,0.181225591,-0.377856648
MA0998.1,ERF096,1,40,0.002072431,0.933971869,98,0.002190727,0.987283678,469,0.002013956,0.907619023,-0.098548998,-0.018463418,-0.139841248
MA1191.1,AT3G10113,4,23,0.001191648,0.931614129,67,0.001497742,1.170914301,362,0.001554482,1.215272705,-0.102195575,0.227635489,0.281280088
MA1289.1,TCP3,3,32,0.001657945,0.930202152,81,0.001810703,1.015908181,471,0.002022544,1.134763117,-0.104383817,0.022770015,0.182391165
MA1178.1,MYB3R1,10,19,0.000984405,0.929789953,47,0.001050655,0.992364417,232,0.000996243,0.940970863,-0.105023258,-0.011058089,-0.087778044
MA1318.1,WRKY27,5,28,0.001450702,0.927222756,76,0.001698931,1.085879714,464,0.001992485,1.273505936,-0.109012121,0.118864301,0.348805684
MA1060.1,SPL7,21,10,0.000518108,0.926783395,29,0.000648276,1.159627001,184,0.000790123,1.413360695,-0.109695899,0.213660831,0.499129694
MA1267.1,AT5G66940,9,152,0.00787524,0.926227971,348,0.007779318,0.914946343,1683,0.007227053,0.849993027,-0.110560769,-0.128240956,-0.234477089
MA1027.1,KAN1,16,10,0.000518108,0.925525044,41,0.000916529,1.637246644,150,0.000644122,1.150631811,-0.111656066,0.711271674,0.202426261
MA1218.1,CBF4,13,22,0.001139837,0.925177216,46,0.001028301,0.834645694,316,0.001356951,1.101403047,-0.112198357,-0.260764189,0.139342505
MA1046.1,NTL9,20,8,0.000414486,0.923753912,18,0.000402379,0.896769617,111,0.000476651,1.06229766,-0.114419526,-0.157190695,0.087188072
UN0357.1,AT5G23930,1,49,0.002538729,0.923633239,101,0.00225779,0.821423124,514,0.002207193,0.803014773,-0.114608002,-0.283802533,-0.316501566
MA1176.1,MYB119,10,13,0.00067354,0.923541817,42,0.000938883,1.287373544,179,0.000768653,1.053957712,-0.114750808,0.364430726,0.075816983
MA0976.2,CRF4,1,67,0.003471323,0.923307306,123,0.002749586,0.731338873,728,0.003126141,0.831495286,-0.115117192,-0.451388047,-0.26622001
MA1352.1,TRP1,26,43,0.002227864,0.922762136,132,0.002950776,1.222186039,463,0.001988191,0.823491734,-0.115969288,0.289463906,-0.280173926
MA1346.1,TGA10,19,22,0.001139837,0.921314833,64,0.001430679,1.156398272,350,0.001502952,1.214815626,-0.118233855,0.209638358,0.280737371
MA0953.1,ATHB-6,14,19,0.000984405,0.920136072,49,0.001095364,1.023850657,221,0.000949007,0.887049126,-0.120080869,0.034005293,-0.17291409
MA1282.1,PTF1,3,29,0.001502513,0.918531507,71,0.00158716,0.970278674,465,0.001996779,1.2206916,-0.122598886,-0.043528931,0.287698759
MA1076.2,WRKY15,5,26,0.00134708,0.915926717,64,0.001430679,0.972768347,444,0.001906602,1.296364985,-0.126695922,-0.039831809,0.374471959
MA1162.1,TCX2,22,38,0.00196881,0.914977253,74,0.001654223,0.768777205,455,0.001953838,0.908019218,-0.128192217,-0.379362535,-0.139205263
MA1327.2,ATHB23,20,18,0.000932594,0.914759849,51,0.001140072,1.118270433,148,0.000635534,0.623380549,-0.128535051,0.161269119,-0.681814955
MA1266.1,RAP211,11,55,0.002849593,0.914307819,121,0.002704878,0.867875027,614,0.002636608,0.845970187,-0.129248137,-0.204440784,-0.241321273
MA1365.2,AT5G47660,25,22,0.001139837,0.914239486,65,0.001453033,1.165447535,245,0.001052067,0.843840414,-0.129355965,0.22088406,-0.244957911
MA0586.2,SPL14,21,11,0.000569919,0.914004682,33,0.000737694,1.18307357,200,0.00085883,1.3773448,-0.129726539,0.242539791,0.461889764
MA1678.1,NTL8,17,31,0.001606134,0.913180854,109,0.002436625,1.385363301,391,0.001679012,0.954616208,-0.131027483,0.470264362,-0.067007263
MA1253.1,AT3G16280,13,27,0.001398891,0.912746889,68,0.001520097,0.991830792,344,0.001477187,0.963833423,-0.131713248,-0.011834079,-0.053144264
MA1297.1,WRKY26,5,30,0.001554324,0.911567999,80,0.001788349,1.048817391,434,0.001863661,1.092985721,-0.133577816,0.068763513,0.128274553
MA1376.1,DEAR3,13,37,0.001916999,0.91038387,86,0.001922475,0.912984405,481,0.002065486,0.98090026,-0.135453098,-0.131337878,-0.027821647
MA1092.1,WRKY63,5,21,0.001088027,0.908284659,55,0.00122949,1.026378275,352,0.001511541,1.26183419,-0.138783582,0.037562539,0.335522347
MA0557.1,FHY3,31,22,0.001139837,0.906557779,50,0.001117718,0.888965465,296,0.001271068,1.010930878,-0.141529123,-0.169800721,0.015684357
MA1348.1,TGA9,19,18,0.000932594,0.906500261,54,0.001207136,1.173359963,327,0.001404187,1.364897768,-0.14162066,0.230645671,0.448792896
MA1392.1,MYB98,10,13,0.00067354,0.905203654,35,0.000782403,1.051509178,185,0.000794418,1.06765667,-0.143685687,0.072461443,0.094447789
MA0578.1,SPL8,21,13,0.00067354,0.903502089,33,0.000737694,0.989559303,183,0.000785829,1.054129194,-0.146400158,-0.015141926,0.076051694
MA1251.1,DEAR5,13,36,0.001865188,0.900323554,77,0.001721286,0.830862033,443,0.001902308,0.918241212,-0.151484531,-0.267319162,-0.123054911
MA1373.1,IDD2,9,71,0.003678566,0.899367102,173,0.003867305,0.94551153,868,0.003727322,0.911287298,-0.153017982,-0.080833044,-0.134022136
MA1316.1,WRKY71,5,28,0.001450702,0.89419117,79,0.001765995,1.088532785,446,0.001915191,1.180494987,-0.161344795,0.12238486,0.239391915
MA1241.1,AT4G32800,13,27,0.001398891,0.893792733,60,0.001341262,0.856971507,371,0.001593129,1.017897171,-0.16198778,-0.222680857,0.025591826
MA1424.1,ERF019,13,37,0.001916999,0.893596851,80,0.001788349,0.833627379,458,0.00196672,0.916774081,-0.162303993,-0.262525434,-0.125361838
MA1285.1,At2g45680,3,26,0.00134708,0.893420492,75,0.001676577,1.111951646,421,0.001807837,1.199006673,-0.162588749,0.153094053,0.261839688
MA1321.1,SPL13,21,11,0.000569919,0.892307698,33,0.000737694,1.154989329,190,0.000815888,1.277416432,-0.164386809,0.207879523,0.353228914
MA1275.1,AT1G47655,15,23,0.001191648,0.890859347,62,0.00138597,1.036131965,286,0.001228127,0.918130217,-0.166730425,0.051207761,-0.123229312
MA1386.1,HHO3,16,21,0.001088027,0.889231385,65,0.001453033,1.187547314,278,0.001193773,0.975657139,-0.169369226,0.247984994,-0.035553843
MA1270.1,AT3G45610,9,69,0.003574944,0.888154672,180,0.004023785,0.9996641,805,0.00345679,0.858800596,-0.171117151,-0.000484683,-0.219604902
MA1262.1,ERF2,11,96,0.004973836,0.888007501,195,0.0043591,0.778255305,1064,0.004568975,0.815725375,-0.171356232,-0.361684589,-0.293844564
MA1680.1,RVE7,4,21,0.001088027,0.887023489,67,0.001497742,1.221047913,346,0.001485776,1.211292051,-0.172955786,0.288119812,0.276546751
UN0079.1,AT1G14600,33,15,0.000777162,0.884318557,39,0.00087182,0.992028533,182,0.000781535,0.889294917,-0.177361931,-0.011546478,-0.169266155
MA1183.1,RVE6,4,20,0.001036216,0.879996473,65,0.001453033,1.233975025,330,0.001417069,1.203432729,-0.184430353,0.303313195,0.267155498
MA1383.1,KAN2,16,16,0.000828973,0.879061614,55,0.00122949,1.303779357,238,0.001022008,1.083760289,-0.185963807,0.382699738,0.11604569
MA1413.1,UIF1,16,25,0.00129527,0.878806021,59,0.001318907,0.894843533,289,0.001241009,0.841991681,-0.186383341,-0.160292652,-0.248122116
MA1354.1,AT4G12670,26,34,0.001761567,0.878642039,113,0.002526043,1.259950787,405,0.00173913,0.86745115,-0.186652567,0.333367384,-0.205145579
MA1414.1,E2FA,38,18,0.000932594,0.87728088,50,0.001117718,1.051424859,253,0.00108642,1.021982886,-0.188889269,0.07234575,0.031371037
MA1382.1,FAR1,31,21,0.001088027,0.873992668,61,0.001363616,1.095368902,325,0.001395598,1.121059849,-0.194306918,0.131416827,0.1648633
MA1379.1,SOL1,22,38,0.00196881,0.873257989,72,0.001609514,0.713893692,488,0.002095545,0.929470768,-0.195520159,-0.486218841,-0.105518602
MA1239.1,ERF104,11,86,0.004455728,0.872589013,186,0.004157911,0.814266018,942,0.004045089,0.792171356,-0.196625786,-0.2964279,-0.336115559
MA1263.1,AT1G36060,13,39,0.002020621,0.870235947,91,0.002034247,0.87610444,476,0.002044015,0.880311362,-0.200521483,-0.190825232,-0.183914206
MA1059.1,SPL5,21,11,0.000569919,0.869504018,25,0.000558859,0.852630755,183,0.000785829,1.198910988,-0.201735401,-0.230007,0.261724551
MA1063.1,TCP19,3,28,0.001450702,0.869149531,75,0.001676577,1.004476567,473,0.002031133,1.216899051,-0.202323691,0.006443908,0.283209493
MA1304.1,WRKY59,5,27,0.001398891,0.86898208,80,0.001788349,1.110910625,430,0.001846484,1.147023867,-0.202601669,0.151742754,0.197895411
MA0571.1,ANT,32,19,0.000984405,0.868672215,65,0.001453033,1.282205878,243,0.001043478,0.920800499,-0.203116202,0.358627928,-0.11903948
MA1402.1,BPC6,28,195,0.010103103,0.867634261,537,0.012004292,1.030904523,2295,0.009855072,0.846333856,-0.204841072,0.043910724,-0.240701215
MA1017.1,GATA8,12,23,0.001191648,0.866801626,64,0.001430679,1.04067215,269,0.001155126,0.84023565,-0.206226235,0.057515638,-0.251134096
MA1256.1,RAP212,11,62,0.003212269,0.866580477,136,0.003040193,0.820159268,743,0.003190553,0.860722127,-0.20659436,-0.286023999,-0.216380538
